[2025-04-22 22:18:43] This is codeql database index-files --include-extension=.properties --size-limit=5m --language properties -- F:\Main-Sec\codeAudit\codeql\databases\WebGoat
[2025-04-22 22:18:43] Log file was started late.
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\js...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\lessonPlans\ru...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\lessonSolutions...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\lessonSolutions\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\lessonSolutions\en\ClientSideFiltering_files...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\classes\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\generated-sources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\generated-sources\annotations...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\maven-status...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\maven-status\maven-compiler-plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\maven-status\maven-compiler-plugin\compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\client-side-filtering\target\maven-status\maven-compiler-plugin\compile\default-compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\java...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\java\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\java\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\java\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\java\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\resources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\resources\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\resources\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\resources\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\command-injection\src\main\resources\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\java...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\java\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\java\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\java\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\java\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\css...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\images...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\js...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\lessonSolutions...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\lessonSolutions\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\main\resources\lessonSolutions\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\test...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\test\java...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\test\java\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\test\java\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\test\java\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\src\test\java\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\css...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\images...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\js...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\lessonSolutions...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\lessonSolutions\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\lessonSolutions\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\classes\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\generated-docs...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\generated-sources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\generated-sources\annotations...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\maven-status...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\maven-status\maven-compiler-plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\maven-status\maven-compiler-plugin\compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\cross-site-scripting\target\maven-status\maven-compiler-plugin\compile\default-compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\java...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\java\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\java\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\java\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\java\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources\css...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources\js...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\src\main\resources\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\css...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\js...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\classes\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\generated-sources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\generated-sources\annotations...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\maven-status...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\maven-status\maven-compiler-plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\maven-status\maven-compiler-plugin\compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\target\maven-status\maven-compiler-plugin\compile\default-compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\java...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\java\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\java\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\java\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\java\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\images...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\js...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\csrf\webgoat-lesson-template\src\main\resources\video...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\java...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\java\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\java\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\java\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\java\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\resources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\resources\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\resources\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\resources\images...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\resources\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\src\main\resources\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\html...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\i18n...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\images...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\lessonPlans...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\lessonPlans\en...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\org...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\org\owasp...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\org\owasp\webgoat...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\classes\org\owasp\webgoat\plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\generated-sources...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\generated-sources\annotations...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\maven-status...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\maven-status\maven-compiler-plugin...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\maven-status\maven-compiler-plugin\compile...
[2025-04-22 22:18:44] [PROGRESS] resolve files> Scanning F:\Main-Sec\codeAudit\codeql\source\WebGoat\webgoat-lessons\html-tampering\target\maven-status\maven-compiler-plugin\compile\default-compile...
